     0.335100       1.8379047     0.013464434  
     0.468600       1.3900971    0.0083918784  
     0.616500       1.0000000       0.0000000  
     0.748100      0.75628104    0.0058205307  
     0.893100      0.53255543    0.0058186956  
      1.23500      0.25898395     0.011690758  
      1.66200      0.12686780     0.015038445  
      2.15900     0.054376561     0.010833807  
      3.35000    0.0028018845     0.014206497  
      4.46000    0.0051608247     0.011944319  
      11.5600      0.19105555     0.038843871  
